Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
113,CA-2026-100112,2024-04-18,2024-04-23,Standard Class,Co-10994,Consumer,United States,Arizona,West,Office Supplies,Binders,271.3,6,0.1,164.24
114,CA-2026-100113,2024-04-19,2024-04-22,Standard Class,Co-10643,Consumer,United States,Washington,West,Office Supplies,Binders,69.34,1,0.1,-1.44
115,CA-2026-100114,2024-04-20,2024-04-21,Standard Class,Co-10404,Consumer,United States,Massachusetts,East,Furniture,Tables,208.84,9,0.0,-358.7
116,CA-2026-100115,2024-04-21,2024-04-26,Standard Class,Ho-10368,Home Office,United States,Georgia,South,Furniture,Furnishings,88.39,5,0.2,-24.01
117,CA-2026-100116,2024-04-22,2024-04-24,Second Class,Ho-10513,Home Office,United States,Georgia,South,Furniture,Chairs,1217.57,7,0.0,-262.83
118,CA-2026-100117,2024-04-23,2024-04-26,Standard Class,Co-10124,Consumer,United States,Indiana,Central,Technology,Accessories,66.18,9,0.3,27.58
119,CA-2026-100118,2024-04-24,2024-04-25,Standard Class,Co-10415,Consumer,United States,California,West,Technology,Machines,70.46,9,0.0,-61.73
120,CA-2026-100119,2024-04-25,2024-04-27,Standard Class,Co-10670,Corporate,United States,Illinois,Central,Office Supplies,Paper,538.78,1,0.0,174.54
121,CA-2026-100120,2024-04-26,2024-04-28,Standard Class,Ho-10824,Home Office,United States,Illinois,Central,Office Supplies,Paper,9.99,1,0.0,2.23
122,CA-2026-100121,2024-04-27,2024-05-01,First Class,Co-10767,Corporate,United States,Pennsylvania,East,Office Supplies,Binders,243.6,3,0.1,-97.92
123,CA-2026-100122,2024-04-28,2024-05-03,Second Class,Co-10925,Consumer,United States,Massachusetts,East,Office Supplies,Storage,263.43,6,0.0,300.4
124,CA-2026-100123,2024-04-29,2024-05-02,Standard Class,Co-10375,Consumer,United States,Ohio,East,Technology,Copiers,367.04,2,0.3,98.76
125,CA-2026-100124,2024-04-30,2024-05-01,First Class,Co-10488,Corporate,United States,Washington,West,Technology,Copiers,738.34,1,0.0,275.94
126,CA-2026-100125,2024-04-30,2024-05-04,Standard Class,Co-10821,Consumer,United States,Ohio,East,Office Supplies,Binders,747.65,1,0.0,-148.17
127,CA-2026-100126,2024-05-01,2024-05-06,First Class,Co-10543,Corporate,United States,Pennsylvania,East,Office Supplies,Storage,18.5,5,0.0,-4.74
128,CA-2026-100127,2024-05-02,2024-05-06,Second Class,Co-10526,Consumer,United States,Washington,West,Furniture,Furnishings,350.01,4,0.0,499.36
129,CA-2026-100128,2024-05-03,2024-05-08,Standard Class,Co-10156,Corporate,United States,Arizona,West,Technology,Machines,212.87,1,0.0,76.48
130,CA-2026-100129,2024-05-04,2024-05-09,Standard Class,Co-10796,Consumer,United States,Florida,South,Furniture,Furnishings,213.45,4,0.0,198.38
131,CA-2026-100130,2024-05-05,2024-05-08,Standard Class,Co-10665,Corporate,United States,Massachusetts,East,Office Supplies,Paper,32.47,3,0.1,22.75
132,CA-2026-100131,2024-05-06,2024-05-11,Standard Class,Co-10820,Consumer,United States,Pennsylvania,East,Office Supplies,Storage,215.07,2,0.0,-62.42
133,CA-2026-100132,2024-05-07,2024-05-11,Second Class,Co-10467,Corporate,United States,Pennsylvania,East,Office Supplies,Art,813.91,9,0.5,396.75
134,CA-2026-100133,2024-05-08,2024-05-13,Standard Class,Co-10441,Consumer,United States,Florida,South,Furniture,Chairs,490.67,1,0.0,-29.96
135,CA-2026-100134,2024-05-09,2024-05-12,Standard Class,Co-10904,Corporate,United States,Ohio,East,Technology,Machines,120.65,7,0.2,-61.67
136,CA-2026-100135,2024-05-10,2024-05-13,First Class,Co-10951,Corporate,United States,Georgia,South,Furniture,Tables,13.15,4,0.0,15.05
137,CA-2026-100136,2024-05-11,2024-05-15,Same Day,Co-10403,Corporate,United States,Illinois,Central,Office Supplies,Storage,94.98,5,0.0,-56.5
138,CA-2026-100137,2024-05-12,2024-05-14,Standard Class,Co-10863,Corporate,United States,Georgia,South,Furniture,Tables,355.19,5,0.0,144.19
139,CA-2026-100138,2024-05-13,2024-05-15,Standard Class,Co-10473,Corporate,United States,Illinois,Central,Office Supplies,Binders,246.8,1,0.0,89.62
140,CA-2026-100139,2024-05-14,2024-05-19,Standard Class,Ho-10915,Home Office,United States,New York,East,Office Supplies,Binders,127.99,6,0.3,-47.57
141,CA-2026-100140,2024-05-15,2024-05-16,Standard Class,Co-10211,Consumer,United States,Texas,Central,Office Supplies,Art,16.34,9,0.0,56.88
142,CA-2026-100141,2024-05-16,2024-05-21,First Class,Ho-10977,Home Office,United States,North Carolina,South,Furniture,Tables,116.34,2,0.0,92.27
143,CA-2026-100142,2024-05-17,2024-05-21,Standard Class,Co-10105,Consumer,United States,California,West,Furniture,Bookcases,131.61,7,0.3,86.01
144,CA-2026-100143,2024-05-18,2024-05-22,Standard Class,Co-10802,Consumer,United States,Indiana,Central,Office Supplies,Appliances,532.77,6,0.0,-312.99
145,CA-2026-100144,2024-05-19,2024-05-23,Standard Class,Co-10945,Consumer,United States,Indiana,Central,Office Supplies,Paper,209.93,5,0.1,-9.77
146,CA-2026-100145,2024-05-20,2024-05-24,Standard Class,Co-10378,Consumer,United States,New York,East,Technology,Copiers,79.69,4,0.0,17.43
147,CA-2026-100146,2024-05-21,2024-05-25,Second Class,Co-10481,Corporate,United States,North Carolina,South,Furniture,Furnishings,154.02,4,0.2,-7.1
148,CA-2026-100147,2024-05-22,2024-05-25,First Class,Co-10951,Corporate,United States,Illinois,Central,Office Supplies,Binders,18.67,6,0.0,-3.54
149,CA-2026-100148,2024-05-23,2024-05-25,Standard Class,Co-10112,Corporate,United States,Texas,Central,Furniture,Chairs,724.21,4,0.0,1110.47
150,CA-2026-100149,2024-05-24,2024-05-28,Standard Class,Co-10402,Corporate,United States,Michigan,Central,Furniture,Bookcases,94.28,5,0.0,-50.9
151,CA-2026-100150,2024-05-25,2024-05-26,Standard Class,Co-10655,Consumer,United States,Indiana,Central,Office Supplies,Binders,134.97,6,0.3,136.05
152,CA-2026-100151,2024-05-26,2024-05-27,First Class,Co-10716,Consumer,United States,Oregon,West,Office Supplies,Paper,92.79,5,0.0,-92.68
153,CA-2026-100152,2024-05-27,2024-05-28,First Class,Co-10259,Consumer,United States,North Carolina,South,Furniture,Chairs,234.46,7,0.0,258.84
154,CA-2026-100153,2024-05-28,2024-05-29,Standard Class,Co-10253,Consumer,United States,Pennsylvania,East,Furniture,Furnishings,222.08,9,0.1,628.82
155,CA-2026-100154,2024-05-29,2024-06-01,Second Class,Co-10853,Consumer,United States,Ohio,East,Furniture,Bookcases,256.28,7,0.3,-34.21
156,CA-2026-100155,2024-05-30,2024-05-31,Second Class,Co-10280,Consumer,United States,California,West,Technology,Phones,67.43,7,0.2,-33.49
157,CA-2026-100156,2024-05-31,2024-06-04,Standard Class,Co-10625,Corporate,United States,Georgia,South,Technology,Accessories,80.86,4,0.5,30.89
158,CA-2026-100157,2024-05-31,2024-06-05,First Class,Co-10279,Corporate,United States,Michigan,Central,Furniture,Chairs,31.76,1,0.0,7.23
159,CA-2026-100158,2024-06-01,2024-06-02,Standard Class,Ho-10476,Home Office,United States,Arizona,West,Furniture,Chairs,218.14,8,0.0,371.39
160,CA-2026-100159,2024-06-02,2024-06-05,Standard Class,Ho-10903,Home Office,United States,Virginia,South,Technology,Machines,13.12,4,0.1,-0.4
161,CA-2026-100160,2024-06-03,2024-06-06,Standard Class,Co-10875,Corporate,United States,Michigan,Central,Technology,Machines,187.1,1,0.2,-7.29
162,CA-2026-100161,2024-06-04,2024-06-05,Standard Class,Co-10267,Consumer,United States,Oregon,West,Office Supplies,Paper,412.58,5,0.0,770.6
163,CA-2026-100162,2024-06-05,2024-06-10,Standard Class,Co-10313,Corporate,United States,North Carolina,South,Furniture,Chairs,447.97,8,0.0,1268.58
164,CA-2026-100163,2024-06-06,2024-06-07,Second Class,Co-10249,Corporate,United States,Massachusetts,East,Furniture,Furnishings,124.22,4,0.2,29.57
165,CA-2026-100164,2024-06-07,2024-06-10,Standard Class,Co-10115,Consumer,United States,Massachusetts,East,Office Supplies,Appliances,127.98,8,0.0,315.05
166,CA-2026-100165,2024-06-08,2024-06-10,Second Class,Co-10190,Consumer,United States,North Carolina,South,Office Supplies,Paper,21.02,8,0.0,12.01
167,CA-2026-100166,2024-06-09,2024-06-13,Standard Class,Ho-10219,Home Office,United States,New York,East,Furniture,Tables,227.2,3,0.0,37.24
168,CA-2026-100167,2024-06-10,2024-06-13,Standard Class,Co-10352,Consumer,United States,Virginia,South,Office Supplies,Paper,349.36,9,0.0,-333.11
169,CA-2026-100168,2024-06-11,2024-06-12,Standard Class,Co-10159,Corporate,United States,Indiana,Central,Furniture,Furnishings,61.12,3,0.2,8.19
170,CA-2026-100169,2024-06-12,2024-06-16,Standard Class,Co-10365,Corporate,United States,Florida,South,Office Supplies,Paper,114.39,1,0.0,14.01
171,CA-2026-100170,2024-06-13,2024-06-14,Second Class,Co-10508,Consumer,United States,Indiana,Central,Office Supplies,Art,370.07,2,0.1,-124.23
172,CA-2026-100171,2024-06-14,2024-06-15,Standard Class,Co-10130,Consumer,United States,Arizona,West,Furniture,Chairs,424.31,6,0.0,169.22
173,CA-2026-100172,2024-06-15,2024-06-17,Standard Class,Co-10120,Consumer,United States,Florida,South,Office Supplies,Paper,60.73,2,0.0,32.65
174,CA-2026-100173,2024-06-16,2024-06-20,Standard Class,Co-10830,Consumer,United States,California,West,Office Supplies,Appliances,164.96,6,0.1,185.31
175,CA-2026-100174,2024-06-17,2024-06-21,Second Class,Co-10692,Consumer,United States,Ohio,East,Technology,Accessories,47.76,1,0.0,8.65
176,CA-2026-100175,2024-06-18,2024-06-20,First Class,Ho-10388,Home Office,United States,Illinois,Central,Office Supplies,Binders,26.49,1,0.0,9.16
177,CA-2026-100176,2024-06-19,2024-06-22,Second Class,Co-10642,Consumer,United States,North Carolina,South,Furniture,Bookcases,489.09,5,0.0,-462.63
178,CA-2026-100177,2024-06-20,2024-06-21,Standard Class,Co-10597,Corporate,United States,California,West,Office Supplies,Appliances,348.52,9,0.0,421.03
179,CA-2026-100178,2024-06-21,2024-06-26,Standard Class,Co-10845,Consumer,United States,Texas,Central,Furniture,Chairs,290.45,8,0.0,632.97
180,CA-2026-100179,2024-06-22,2024-06-23,Standard Class,Ho-10573,Home Office,United States,Indiana,Central,Technology,Accessories,15.0,3,0.2,4.49
181,CA-2026-100180,2024-06-23,2024-06-24,Standard Class,Co-10504,Consumer,United States,Ohio,East,Office Supplies,Appliances,376.23,3,0.2,-5.11
